tanggal,provinsi,kabupaten,kecamatan,fasyankes,penyakit,kode_penyakit,minggu,tahun,tahun_minggu,tahun_minggu_f,age_group,kelamin,kasus
2022-07-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,E. 5 - 9 year old,Male,1
2022-07-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,H. 20 - 44 year old,Male,2
2022-07-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,H. 20 - 44 year old,Female,1
2022-07-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,I. 45 - 54 year old,Male,1
2022-07-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,I. 45 - 54 year old,Female,1
2022-07-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,J. 55 - 69 year old,Male,3
2022-07-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,J. 55 - 69 year old,Female,3
2022-07-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,K. > 70 year old,Male,3
2022-07-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,K. > 70 year old,Female,1
2022-07-23,BALI,KAB. BULELENG,BANJAR,BANJAR I,Diare Akut,A,29.0,2022.0,2022 - 29,2022.29,,,1
2022-07-23,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,29.0,2022.0,2022 - 29,2022.29,,,3
2022-07-23,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,29.0,2022.0,2022 - 29,2022.29,,,5
2022-07-23,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,29.0,2022.0,2022 - 29,2022.29,,,35
2022-07-23,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,29.0,2022.0,2022 - 29,2022.29,,,1
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,D. 1 - 4 year old,Male,2
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,E. 5 - 9 year old,Male,5
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,E. 5 - 9 year old,Female,1
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,F. 10 - 14 year old,Female,1
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,G. 15 - 19 year old,Male,1
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,G. 15 - 19 year old,Female,4
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,H. 20 - 44 year old,Male,11
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,H. 20 - 44 year old,Female,19
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,I. 45 - 54 year old,Male,14
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,I. 45 - 54 year old,Female,20
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,J. 55 - 69 year old,Male,29
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,J. 55 - 69 year old,Female,42
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,K. > 70 year old,Male,14
2022-07-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,K. > 70 year old,Female,13
2022-07-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,E. 5 - 9 year old,Male,1
2022-07-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,H. 20 - 44 year old,Female,1
2022-07-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,I. 45 - 54 year old,Male,1
2022-07-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,J. 55 - 69 year old,Male,3
2022-07-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,J. 55 - 69 year old,Female,4
2022-07-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,K. > 70 year old,Male,1
2022-07-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,29.0,2022.0,2022 - 29,2022.29,K. > 70 year old,Female,1
2022-07-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,E. 5 - 9 year old,Male,1
2022-07-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,G. 15 - 19 year old,Female,1
2022-07-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,H. 20 - 44 year old,Male,3
2022-07-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,H. 20 - 44 year old,Female,2
2022-07-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,I. 45 - 54 year old,Female,2
2022-07-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,J. 55 - 69 year old,Male,7
2022-07-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,J. 55 - 69 year old,Female,4
2022-07-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,29.0,2022.0,2022 - 29,2022.29,K. > 70 year old,Female,4
2022-07-25,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,,,7
2022-07-25,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,30.0,2022.0,2022 - 30,2022.3,,,91
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Acute Flacid Paralysis (AFP),N,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,1
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,D. 1 - 4 year old,Male,1
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,1
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Pnemonia,D,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,1
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Sindrom Jaundice Akut,G,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Male,1
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Suspek Demam Tifoid,F,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Female,1
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,C. 28 day old - 1 year old,Female,1
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,D. 1 - 4 year old,Male,2
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,D. 1 - 4 year old,Female,3
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Male,6
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Female,1
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,F. 10 - 14 year old,Male,7
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,F. 10 - 14 year old,Female,2
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Male,7
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Female,8
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Male,44
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,73
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Male,42
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Female,53
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,91
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,84
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Male,31
2022-07-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Female,24
2022-07-25,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Suspek Meningitis/Encephalitis,U,30.0,2022.0,2022 - 30,2022.3,,,1
2022-07-25,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,30.0,2022.0,2022 - 30,2022.3,,Female,1
2022-07-25,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,30.0,2022.0,2022 - 30,2022.3,,,16
2022-07-25,BALI,KAB. BULELENG,SAWAN,SAWAN I,Diare Akut,A,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,1
2022-07-25,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,F. 10 - 14 year old,Female,1
2022-07-25,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,1
2022-07-25,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Male,1
2022-07-25,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,2
2022-07-25,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Male,3
2022-07-25,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Female,4
2022-07-25,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,3
2022-07-25,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,4
2022-07-25,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Female,1
2022-07-26,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,30.0,2022.0,2022 - 30,2022.3,,,4
2022-07-26,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,,,6
2022-07-26,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,30.0,2022.0,2022 - 30,2022.3,,,80
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,C. 28 day old - 1 year old,Male,1
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,C. 28 day old - 1 year old,Female,1
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,D. 1 - 4 year old,Male,4
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,D. 1 - 4 year old,Female,1
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Male,4
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Female,4
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,F. 10 - 14 year old,Male,5
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,F. 10 - 14 year old,Female,4
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Male,7
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Female,6
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Male,33
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,59
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Male,20
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Female,30
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,62
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,62
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Male,22
2022-07-26,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Female,23
2022-07-26,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,30.0,2022.0,2022 - 30,2022.3,,Male,1
2022-07-26,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,30.0,2022.0,2022 - 30,2022.3,,,8
2022-07-26,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Male,1
2022-07-26,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,1
2022-07-26,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Female,1
2022-07-26,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Male,2
2022-07-26,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,2
2022-07-26,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Male,2
2022-07-26,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Female,2
2022-07-26,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,2
2022-07-26,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,5
2022-07-26,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Male,2
2022-07-26,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Female,2
2022-07-27,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,30.0,2022.0,2022 - 30,2022.3,,,1
2022-07-27,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,,,15
2022-07-27,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,,,1
2022-07-27,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,30.0,2022.0,2022 - 30,2022.3,,,54
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Diare Berdarah/ Disentri,E,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Male,1
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,B. 8 - 28 day old,Male,1
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,C. 28 day old - 1 year old,Male,1
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,C. 28 day old - 1 year old,Female,1
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,D. 1 - 4 year old,Male,1
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,D. 1 - 4 year old,Female,1
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Male,5
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Female,1
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,F. 10 - 14 year old,Male,5
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,F. 10 - 14 year old,Female,3
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Male,9
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Female,5
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Male,15
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,33
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Male,28
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Female,35
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,86
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,65
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Male,31
2022-07-27,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Female,19
2022-07-27,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Diare Akut,A,30.0,2022.0,2022 - 30,2022.3,,,1
2022-07-27,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,,,1
2022-07-27,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,30.0,2022.0,2022 - 30,2022.3,,,10
2022-07-27,BALI,KAB. BULELENG,SAWAN,SAWAN I,Diare Berdarah/ Disentri,E,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Male,1
2022-07-27,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Female,1
2022-07-27,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Female,1
2022-07-27,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Male,1
2022-07-27,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Male,1
2022-07-27,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,2
2022-07-27,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Male,3
2022-07-27,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Female,2
2022-07-27,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,4
2022-07-27,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,7
2022-07-27,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Male,5
2022-07-27,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Female,3
2022-07-28,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,30.0,2022.0,2022 - 30,2022.3,,,4
2022-07-28,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,,,6
2022-07-28,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,30.0,2022.0,2022 - 30,2022.3,,,71
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Sindrom Jaundice Akut,G,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,1
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,B. 8 - 28 day old,Male,1
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,C. 28 day old - 1 year old,Male,2
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,D. 1 - 4 year old,Male,2
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,D. 1 - 4 year old,Female,2
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Male,5
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Female,1
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,F. 10 - 14 year old,Male,3
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,F. 10 - 14 year old,Female,4
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Male,2
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Female,10
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Male,32
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,51
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Male,25
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Female,28
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,65
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,64
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Male,21
2022-07-28,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Female,16
